,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
6027,Liver and intrahepatic bile ducts,BRCA1,0.001462,0.000133,0.000129,398,B,0.05,3.0,,,0.005452,0.0054522184553234,0.0002751172092933,True,,,0.005452
6028,Liver and intrahepatic bile ducts,PTTG1,6e-06,1.4e-05,1.6e-05,398,A,0.05,3.0,,,0.000189,0.0001889357619812,3.307757209944618e-05,True,,,0.000189
6029,Liver and intrahepatic bile ducts,NBN,0.007079,0.00478,0.005081,398,B,0.05,3.0,2.0,0.005,0.035678,0.0751838490961605,0.0087323696086432,True,,,0.075184
6030,Liver and intrahepatic bile ducts,MDC1,0.007199,0.000939,0.000915,398,A,0.05,3.0,,,0.005413,0.0054125874913976,0.0016051488492494,True,,,0.005413
6031,Liver and intrahepatic bile ducts,CSNK2A2,0.000182,0.000273,0.000263,398,B,0.05,3.0,,,0.007466,0.0074657418232586,0.0005014825705995,True,,,0.007466
6032,Liver and intrahepatic bile ducts,PYGL,0.201445,0.201238,0.197873,398,A,0.05,,,,,,,,,,
6033,Liver and intrahepatic bile ducts,OGDH,0.308362,0.142188,0.140172,398,B,0.05,,,,,,,,,,
6034,Liver and intrahepatic bile ducts,RELB,0.01543,0.019036,0.019784,398,A,0.05,3.0,2.0,0.005,0.048009,0.071365567968725,0.0297991967571027,True,,,0.071366
6035,Liver and intrahepatic bile ducts,ABL1,0.004868,0.000226,0.000217,398,A,0.05,3.0,,,0.001434,0.0014340794295541,0.0003992178430505,True,,,0.001434
6036,Liver and intrahepatic bile ducts,RPIA,7e-06,5e-06,6e-06,398,A,0.05,3.0,,,7.3e-05,7.32972712865237e-05,1.2980198169467916e-05,False,,,7.2e-05
6037,Liver and intrahepatic bile ducts,IGF1,0.002329,0.006891,0.007232,398,A,0.05,3.0,2.0,0.005,0.041027,0.0811324019671647,0.0116656770349257,True,,,0.081132
6038,Liver and intrahepatic bile ducts,NFKB1,0.023974,0.002111,0.002215,398,A,0.05,3.0,,,0.011238,0.0112380210463511,0.0037097793262129,True,,,0.011238
6039,Liver and intrahepatic bile ducts,CASP2,0.000167,0.000124,0.00012,398,A,0.05,3.0,,,0.00118,0.0011801878501667,0.0002408624514042,True,,,0.00118
6040,Liver and intrahepatic bile ducts,ERCC5,0.167495,0.278219,0.282048,398,A,0.05,,,,,,,,,,
6041,Liver and intrahepatic bile ducts,FANCD2,3.1e-05,2e-05,1.9e-05,398,A,0.05,3.0,,,0.00024,0.0002400357644631,4.1979673622083534e-05,True,,,0.00024
6042,Liver and intrahepatic bile ducts,PPARG,3.4e-05,0.000286,0.000311,398,B,0.05,3.0,,,0.013258,0.0132583372087368,0.0006655270320497,True,,,0.013258
6043,Liver and intrahepatic bile ducts,MMP14,0.005659,0.000816,0.000878,398,A,0.05,3.0,,,0.006345,0.0063453300686619,0.0015764366267861,True,,,0.006345
6044,Liver and intrahepatic bile ducts,HDAC7,0.002919,0.001328,0.001372,398,A,0.05,3.0,,,0.006853,0.0068525790472577,0.0023127909998204,True,,,0.006853
6045,Liver and intrahepatic bile ducts,ITGB3,0.489024,0.287695,0.284558,398,A,0.05,,,,,,,,,,
6046,Liver and intrahepatic bile ducts,UQCRH,2.9e-05,0.000293,0.000304,398,A,0.05,3.0,,,0.001819,0.0018190521776855,0.0005427412353245,True,,,0.001819
6047,Liver and intrahepatic bile ducts,DLAT,4.3e-05,8.3e-05,8e-05,398,B,0.05,3.0,,,0.005538,0.0055379494536501,0.0001894645862264,True,,,0.005538
6048,Liver and intrahepatic bile ducts,AREG,0.016741,0.002817,0.002919,398,B,0.05,3.0,,,0.029678,0.0296781537445361,0.0044765427474884,True,,,0.029678
6049,Liver and intrahepatic bile ducts,CCNO,0.016308,0.009454,0.009981,398,A,0.05,3.0,,,0.047728,0.0477276111670497,0.0154937155720254,True,,,0.047728
6050,Liver and intrahepatic bile ducts,ICAM3,0.022348,0.236832,0.234304,398,B,0.05,,,,,,,,,,
6051,Liver and intrahepatic bile ducts,CYB561D1,0.001745,0.001379,0.00134,398,A,0.05,3.0,,,0.008541,0.008541424220311,0.0023533119174837,True,,,0.008541
6052,Liver and intrahepatic bile ducts,PMS1,5e-06,2e-06,2e-06,398,A,0.05,3.0,,,3.7e-05,3.693449789968845e-05,5.005193400575286e-06,True,,,3.7e-05
6053,Liver and intrahepatic bile ducts,TRAF2,0.00512,0.001178,0.001227,398,B,0.05,3.0,,,0.01746,0.017459752574334,0.0020516589041536,True,,,0.01746
6054,Liver and intrahepatic bile ducts,MEN1,0.000387,0.000126,0.000135,398,A,0.05,3.0,,,0.001125,0.0011254435155222,0.000265357518606,True,,,0.001125
6055,Liver and intrahepatic bile ducts,CST7,0.022616,0.015265,0.014852,398,B,0.05,3.0,2.0,0.005,0.035246,0.0522641807298529,0.0223053416219984,True,,,0.052264
6056,Liver and intrahepatic bile ducts,TEP1,0.044676,0.022487,0.023672,398,A,0.05,3.0,1.0,0.0025,0.035923,0.0927625112419682,0.0359234312373561,True,,,0.092763
6057,Liver and intrahepatic bile ducts,TNFRSF1B,0.009505,0.008191,0.008032,398,B,0.05,3.0,,,0.035439,0.0354386737018648,0.0125677430301058,True,,,0.035439
6058,Liver and intrahepatic bile ducts,XRCC3,0.000391,0.000209,0.000221,398,A,0.05,3.0,,,0.001564,0.0015639761241148,0.0004111789139126,True,,,0.001564
6059,Liver and intrahepatic bile ducts,AMOT,0.053606,0.152707,0.1498,398,A,0.05,,,,,,,,,,
6060,Liver and intrahepatic bile ducts,CYC1,0.315168,0.189701,0.191202,398,A,0.05,,,,,,,,,,
6061,Liver and intrahepatic bile ducts,CXCR4,0.049615,0.006833,0.007127,398,A,0.05,3.0,,,0.028948,0.0289481958355098,0.0112619488558156,True,,,0.028948
6062,Liver and intrahepatic bile ducts,TNFRSF10A,0.104348,0.016479,0.016096,398,A,0.05,3.0,2.0,0.005,0.038451,0.0569179053959947,0.0243920641434472,True,,,0.056918
6063,Liver and intrahepatic bile ducts,ZEB1,0.014456,0.006683,0.006472,398,A,0.05,3.0,,,0.026062,0.0260616342061442,0.0102705338513523,True,,,0.026062
6064,Liver and intrahepatic bile ducts,STAT1,0.095645,0.050448,0.051169,398,A,0.05,,,,,,,,,,
6065,Liver and intrahepatic bile ducts,PGLS,0.00428,0.000364,0.000353,398,A,0.05,3.0,,,0.002749,0.0027488907695518,0.0006409953460386,True,,,0.002749
6066,Liver and intrahepatic bile ducts,CSF1,3.5e-05,3e-06,3e-06,398,A,0.05,3.0,,,3.4e-05,3.388714042690191e-05,5.818380874223018e-06,True,,,3.4e-05
6067,Liver and intrahepatic bile ducts,PRKDC,0.009811,0.003111,0.003033,398,B,0.05,3.0,,,0.040486,0.0404856264548926,0.0050019561194104,True,,,0.040486
6068,Liver and intrahepatic bile ducts,RUNX3,0.084555,0.398002,0.401696,398,A,0.05,,,,,,,,,,
6069,Liver and intrahepatic bile ducts,RAD50,0.024169,0.012264,0.01191,398,A,0.05,3.0,,,0.043483,0.0434827899938254,0.0183154661065455,True,,,0.043483
6070,Liver and intrahepatic bile ducts,CDH1,0.006419,0.155475,0.16011,398,B,0.05,,,,,,,,,,
6071,Liver and intrahepatic bile ducts,STK11,0.030662,0.007976,0.007793,398,B,0.05,3.0,2.0,0.005,0.046288,0.0927159059857107,0.012995952883244,True,,,0.092716
6072,Liver and intrahepatic bile ducts,ACO1,0.009438,0.028565,0.030036,398,B,0.05,3.0,1.0,0.0025,0.045367,0.1153202460436383,0.0453674088032447,True,,,0.11532
6073,Liver and intrahepatic bile ducts,HDAC3,0.015772,0.007935,0.007707,398,B,0.05,3.0,2.0,0.005,0.033732,0.0623804429286686,0.0106350998234401,True,,,0.06238
6074,Liver and intrahepatic bile ducts,CHEK2,0.002705,0.007655,0.007482,398,A,0.05,3.0,,,0.033277,0.0332766069535547,0.0116870303115378,True,,,0.033277
6075,Liver and intrahepatic bile ducts,GSK3B,4.7e-05,0.001428,0.00139,398,A,0.05,3.0,,,0.00894,0.0089403502719639,0.0025173951074914,True,,,0.00894
6076,Liver and intrahepatic bile ducts,MMP10,0.001936,6.1e-05,6.4e-05,398,A,0.05,3.0,,,0.00046,0.0004602425811776,0.0001210520656864,True,,,0.00046
6077,Liver and intrahepatic bile ducts,ALDOB,0.001495,0.002936,0.003106,398,A,0.05,3.0,,,0.047798,0.0477976278236202,0.005379301503096,True,,,0.047798
6078,Liver and intrahepatic bile ducts,CASP6,0.026159,0.002341,0.002286,398,B,0.05,3.0,,,0.03993,0.0399300914891082,0.0040983382975721,True,,,0.03993
6079,Liver and intrahepatic bile ducts,VEGFC,0.249323,0.429935,0.423527,398,B,0.05,,,,,,,,,,
6080,Liver and intrahepatic bile ducts,FADD,0.032401,0.004958,0.005211,398,B,0.05,3.0,2.0,0.005,0.0319,0.0650950647548559,0.0086107949238695,True,,,0.065095
6081,Liver and intrahepatic bile ducts,PPARGC1B,0.004141,0.007454,0.007659,398,A,0.05,3.0,,,0.029879,0.0298785696847322,0.0120482845548479,True,,,0.029879
6082,Liver and intrahepatic bile ducts,UQCR11,0.370873,0.369783,0.374576,398,A,0.05,,,,,,,,,,
6083,Liver and intrahepatic bile ducts,ASB1,0.003079,0.000324,0.000348,398,A,0.05,3.0,,,0.002519,0.0025191949013063,0.0006384660128047,True,,,0.002519
6084,Liver and intrahepatic bile ducts,PPA1,0.019048,0.060931,0.061758,398,A,0.05,,,,,,,,,,
6085,Liver and intrahepatic bile ducts,BRIP1,0.003787,0.002475,0.002527,398,A,0.05,3.0,,,0.012001,0.0120005927678339,0.0042216756436109,True,,,0.012001
6086,Liver and intrahepatic bile ducts,CXCL14,0.187037,0.13578,0.137277,398,A,0.05,,,,,,,,,,
6087,Liver and intrahepatic bile ducts,AURKB,8.2e-05,4e-06,4e-06,398,B,0.05,3.0,,,0.000279,0.0002790299565717,1.1076475047262692e-05,True,,,0.000279
6088,Liver and intrahepatic bile ducts,MCM5,0.000399,0.000197,0.000191,398,A,0.05,3.0,,,0.001507,0.0015066888698015,0.0003666870354236,True,,,0.001507
6089,Liver and intrahepatic bile ducts,TNFSF4,0.001867,0.00064,0.000675,398,B,0.05,3.0,,,0.013452,0.0134524014842784,0.001201976324183,True,,,0.013452
6090,Liver and intrahepatic bile ducts,FOS,0.265105,0.026219,0.025704,398,A,0.05,3.0,1.0,0.0025,0.0372,0.0828461373074733,0.03719975603479,True,,,0.082846
6091,Liver and intrahepatic bile ducts,IL7,0.235226,0.628649,0.62367,398,A,0.05,,,,,,,,,,
6092,Liver and intrahepatic bile ducts,TNFRSF10D,0.254651,0.084656,0.083402,398,B,0.05,,,,,,,,,,
6093,Liver and intrahepatic bile ducts,MYC,0.083607,0.011238,0.011801,398,A,0.05,3.0,,,0.049463,0.0494628802080908,0.018411957602885,True,,,0.049463
6094,Liver and intrahepatic bile ducts,PCNA,0.000969,0.000455,0.000441,398,B,0.05,3.0,,,0.013286,0.0132855929142835,0.0008800877187414,True,,,0.013286
6095,Liver and intrahepatic bile ducts,ERCC1,0.00788,0.004831,0.005,398,A,0.05,3.0,,,0.021072,0.0210721359812492,0.0079241250535432,True,,,0.021072
6096,Liver and intrahepatic bile ducts,RBKS,0.019368,0.003946,0.004204,398,A,0.05,3.0,2.0,0.005,0.031266,0.0588554881261766,0.0076189704807027,True,,,0.058855
6097,Liver and intrahepatic bile ducts,ETS1,0.014229,0.105751,0.104064,398,B,0.05,,,,,,,,,,
6098,Liver and intrahepatic bile ducts,PARP2,0.000941,0.001066,0.001037,398,B,0.05,3.0,,,0.019385,0.0193849624226295,0.0018437422414268,True,,,0.019385
6099,Liver and intrahepatic bile ducts,KITLG,0.001734,0.000915,0.0009,398,B,0.05,3.0,,,0.018792,0.018791554531467,0.0017929504149934,True,,,0.018792
6100,Liver and intrahepatic bile ducts,RHOA,0.001509,0.001117,0.001182,398,B,0.05,3.0,,,0.02072,0.0207199246324002,0.002093871175813,True,,,0.02072
6101,Liver and intrahepatic bile ducts,XRCC6,0.001402,0.000241,0.000234,398,A,0.05,3.0,,,0.001544,0.0015436533029653,0.0004284206410334,True,,,0.001544
6102,Liver and intrahepatic bile ducts,ARHGDIA,0.010476,0.002731,0.002812,398,A,0.05,3.0,,,0.012796,0.0127955489932471,0.0046149194150937,True,,,0.012796
6103,Liver and intrahepatic bile ducts,JUN,0.039122,0.013979,0.013515,398,A,0.05,3.0,2.0,0.005,0.033494,0.0505934593088091,0.021046638373384,True,,,0.050593
6104,Liver and intrahepatic bile ducts,KAT2B,0.381966,0.264172,0.260657,398,B,0.05,,,,,,,,,,
6105,Liver and intrahepatic bile ducts,JAG1,0.059187,0.006213,0.006089,398,A,0.05,3.0,,,0.02878,0.0287797085221324,0.0097504864119121,True,,,0.02878
6106,Liver and intrahepatic bile ducts,ARRDC3,0.001355,0.000741,0.000712,398,A,0.05,3.0,,,0.004028,0.0040281154012809,0.0012583077763485,True,,,0.004028
6107,Liver and intrahepatic bile ducts,COX4I1,0.45934,0.375965,0.382031,398,A,0.05,,,,,,,,,,
6108,Liver and intrahepatic bile ducts,MMP9,0.001253,0.00064,0.000668,398,A,0.05,3.0,,,0.003753,0.0037526780479508,0.0011733865020286,True,,,0.003753
6109,Liver and intrahepatic bile ducts,TP63,0.371951,0.135951,0.133873,398,B,0.05,,,,,,,,,,
6110,Liver and intrahepatic bile ducts,KRAS,0.014627,0.000783,0.000763,398,A,0.05,3.0,,,0.004531,0.0045312296060786,0.0013375261580046,True,,,0.004531
6111,Liver and intrahepatic bile ducts,PYGM,0.018611,0.090347,0.08906,398,B,0.05,,,,,,,,,,
6112,Liver and intrahepatic bile ducts,EXO1,1.5e-05,0.0,0.0,398,B,0.05,3.0,,,3.5e-05,3.5408684136932764e-05,7.384646530533106e-07,True,,,3.5e-05
6113,Liver and intrahepatic bile ducts,ZHX2,0.026212,0.054972,0.055711,398,B,0.05,,,,,,,,,,
6114,Liver and intrahepatic bile ducts,HDAC6,0.027026,0.138564,0.141356,398,A,0.05,,,,,,,,,,
6115,Liver and intrahepatic bile ducts,MSH2,1.8e-05,6e-06,6e-06,398,B,0.05,3.0,,,0.000785,0.0007851652727883,1.7116469899584955e-05,True,,,0.000785
6116,Liver and intrahepatic bile ducts,BCL2L2,0.004307,0.004466,0.004378,398,B,0.05,3.0,2.0,0.005,0.032586,0.0701603599987722,0.0077133751064229,True,,,0.07016
6117,Liver and intrahepatic bile ducts,BLM,0.00484,8.9e-05,9.8e-05,398,B,0.05,3.0,,,0.004664,0.0046642972523952,0.0002162726702169,True,,,0.004664
6118,Liver and intrahepatic bile ducts,SMC1A,0.001057,0.000484,0.00047,398,A,0.05,3.0,,,0.002834,0.0028339692294566,0.0008344617012692,True,,,0.002834
6119,Liver and intrahepatic bile ducts,NOD1,0.001739,0.001249,0.001298,398,A,0.05,3.0,,,0.006625,0.006624835177488,0.0021997994542766,True,,,0.006625
6120,Liver and intrahepatic bile ducts,RAD9A,0.017882,0.02293,0.023567,398,A,0.05,3.0,1.0,0.0025,0.03452,0.0767299042586307,0.0345195739511874,True,,,0.07673
6121,Liver and intrahepatic bile ducts,CASP3,0.011554,0.002886,0.00306,398,A,0.05,3.0,,,0.016186,0.0161858023760549,0.005263218698593,True,,,0.016186
6122,Liver and intrahepatic bile ducts,NOP10,0.005919,0.005534,0.005667,398,A,0.05,3.0,,,0.023202,0.0232024356421297,0.0089743801396637,True,,,0.023202
6123,Liver and intrahepatic bile ducts,RB1,0.043708,0.022618,0.022189,398,A,0.05,3.0,1.0,0.0025,0.033353,0.0849632546890865,0.0333532091659649,True,,,0.084963
6124,Liver and intrahepatic bile ducts,MLH1,0.004315,0.009258,0.009849,398,B,0.05,3.0,1.0,0.0025,0.016574,0.1183498733259022,0.0165738411732716,True,,,0.11835
6125,Liver and intrahepatic bile ducts,CDC25A,7e-06,1e-05,1.1e-05,398,A,0.05,3.0,,,0.000131,0.000131381516089,2.3984652893629337e-05,True,,,0.000131
6126,Liver and intrahepatic bile ducts,WASF2,8e-06,1e-06,1e-06,398,B,0.05,3.0,,,0.000386,0.0003861535946235,4.320424414532055e-06,True,,,0.000386
6127,Liver and intrahepatic bile ducts,MDM4,0.231326,0.196134,0.201813,398,B,0.05,,,,,,,,,,
6128,Liver and intrahepatic bile ducts,CXCL11,0.24248,0.492537,0.496118,398,B,0.05,,,,,,,,,,
6129,Liver and intrahepatic bile ducts,ERCC4,0.028648,0.01858,0.018213,398,A,0.05,3.0,2.0,0.005,0.045786,0.0692686682102467,0.0280569799026244,True,,,0.069269
6130,Liver and intrahepatic bile ducts,SMAD4,0.064356,0.038157,0.038767,398,A,0.05,3.0,0.0,0.0,0.038767,0.1272310581432165,0.0581201753096442,True,,,0.127231
6131,Liver and intrahepatic bile ducts,RAC2,0.410389,0.209968,0.212225,398,A,0.05,,,,,,,,,,
6132,Liver and intrahepatic bile ducts,MYCN,0.015372,0.052547,0.051661,398,B,0.05,,,,,,,,,,
6133,Liver and intrahepatic bile ducts,IDH1,9e-05,0.004882,0.00478,398,A,0.05,3.0,,,0.025214,0.0252137796676051,0.0080136168852144,True,,,0.025214
6134,Liver and intrahepatic bile ducts,ITGB2,0.053621,0.027626,0.027961,398,B,0.05,3.0,1.0,0.0025,0.035166,0.1188487028442721,0.0351656949188679,True,,,0.118849
6135,Liver and intrahepatic bile ducts,RAD51D,0.004014,0.000493,0.000477,398,A,0.05,3.0,,,0.003085,0.003085331467515,0.0008641974668567,True,,,0.003085
6136,Liver and intrahepatic bile ducts,NFKBIE,0.000525,0.000341,0.000365,398,A,0.05,3.0,,,0.002627,0.0026270715762641,0.000672293176351,True,,,0.002627
6137,Liver and intrahepatic bile ducts,SRC,0.000151,8.1e-05,7.8e-05,398,A,0.05,3.0,,,0.000677,0.000676555001996,0.0001549055444307,True,,,0.000677
6138,Liver and intrahepatic bile ducts,SMUG1,0.000573,4.7e-05,5e-05,398,A,0.05,3.0,,,0.000433,0.0004326924938738,9.897647485981042e-05,True,,,0.000433
6139,Liver and intrahepatic bile ducts,XAB2,0.141917,0.109504,0.111079,398,A,0.05,,,,,,,,,,
6140,Liver and intrahepatic bile ducts,TPI1,1.1e-05,4e-06,3e-06,398,A,0.05,3.0,,,3.4e-05,3.3918253012013e-05,7.245600148386648e-06,True,,,3.4e-05
6141,Liver and intrahepatic bile ducts,EGR1,0.217999,0.360433,0.355514,398,A,0.05,,,,,,,,,,
6142,Liver and intrahepatic bile ducts,NRAS,0.000168,2.9e-05,2.8e-05,398,A,0.05,3.0,,,0.000252,0.0002521227499421,5.7124203360633445e-05,True,,,0.000252
6143,Liver and intrahepatic bile ducts,PLK1,0.0,0.0,0.0,398,A,0.05,3.0,,,0.0,2.004357137866352e-07,2.2804828790278626e-08,True,,,0.0
6144,Liver and intrahepatic bile ducts,BAD,0.001103,0.000984,0.000955,398,A,0.05,3.0,,,0.005551,0.0055509309923178,0.0016611935659664,True,,,0.005551
6145,Liver and intrahepatic bile ducts,RPA3,7.9e-05,0.000261,0.000255,398,A,0.05,3.0,,,0.001936,0.0019356289344263,0.0004719498448596,True,,,0.001936
6146,Liver and intrahepatic bile ducts,CXCL6,0.012355,0.02888,0.027929,398,A,0.05,3.0,1.0,0.0025,0.042575,0.0975336757754055,0.0425748769490333,True,,,0.097534
6147,Liver and intrahepatic bile ducts,NDUFB6,0.437059,0.180093,0.1782,398,B,0.05,,,,,,,,,,
6148,Liver and intrahepatic bile ducts,PEA15,0.002128,0.002154,0.00224,398,B,0.05,3.0,,,0.027394,0.0273936970553442,0.0035315634315944,True,,,0.027394
6149,Liver and intrahepatic bile ducts,GALM,0.020998,0.073003,0.074959,398,A,0.05,,,,,,,,,,
6150,Liver and intrahepatic bile ducts,MMS19,0.000408,0.000962,0.000939,398,B,0.05,3.0,,,0.016972,0.0169722305986833,0.0016334182113529,True,,,0.016972
6151,Liver and intrahepatic bile ducts,NDUFB10,0.072852,0.157516,0.155014,398,B,0.05,,,,,,,,,,
6152,Liver and intrahepatic bile ducts,PFN1,0.004841,0.001015,0.001067,398,A,0.05,3.0,,,0.006116,0.0061160496987714,0.0018408173895916,True,,,0.006116
6153,Liver and intrahepatic bile ducts,RAD1,9e-06,2.1e-05,2e-05,398,B,0.05,3.0,,,0.000944,0.000944372641122,4.273936140570512e-05,True,,,0.000944
6154,Liver and intrahepatic bile ducts,FANCG,0.000713,0.00041,0.000426,398,A,0.05,3.0,,,0.00252,0.0025198876637927,0.0007586192119336,True,,,0.00252
6155,Liver and intrahepatic bile ducts,MTA1,0.002449,0.000553,0.000602,398,A,0.05,3.0,,,0.004864,0.0048641078122687,0.0011210960089108,True,,,0.004864
6156,Liver and intrahepatic bile ducts,RDX,0.021889,0.035219,0.034265,398,A,0.05,3.0,0.0,0.0,0.034265,0.1063499087616837,0.0500419829626786,True,,,0.10635
6157,Liver and intrahepatic bile ducts,CDC16,0.006914,0.000766,0.00081,398,B,0.05,3.0,,,0.015884,0.0158835122479123,0.0014376889888726,True,,,0.015884
6158,Liver and intrahepatic bile ducts,EZR,0.021343,0.004528,0.00468,398,A,0.05,3.0,,,0.019732,0.0197319719054417,0.0074279932201265,True,,,0.019732
6159,Liver and intrahepatic bile ducts,TNFSF8,0.008424,0.072331,0.071262,398,B,0.05,,,,,,,,,,
6160,Liver and intrahepatic bile ducts,CDKN2B,0.000525,0.002606,0.002802,398,A,0.05,3.0,,,0.017238,0.0172376979513509,0.0050233692210368,True,,,0.017238
6161,Liver and intrahepatic bile ducts,BMI1,0.0,2e-06,3e-06,398,B,0.05,3.0,,,0.000555,0.0005547557401017,8.887872068682066e-06,True,,,0.000555
6162,Liver and intrahepatic bile ducts,VASP,0.00016,3.4e-05,3.6e-05,398,A,0.05,3.0,,,0.00035,0.0003498884924779,7.344709858366738e-05,True,,,0.00035
6163,Liver and intrahepatic bile ducts,NDUFA2,0.699671,0.286027,0.282968,398,B,0.05,,,,,,,,,,
6164,Liver and intrahepatic bile ducts,DIAPH1,0.216937,0.320105,0.323097,398,A,0.05,,,,,,,,,,
6165,Liver and intrahepatic bile ducts,BCR,0.251867,0.181085,0.178642,398,B,0.05,,,,,,,,,,
6166,Liver and intrahepatic bile ducts,BTG2,0.298378,0.076756,0.077957,398,B,0.05,,,,,,,,,,
6167,Liver and intrahepatic bile ducts,CAPN1,0.028488,0.003489,0.003413,398,B,0.05,3.0,2.0,0.005,0.026762,0.0588887993858238,0.0060766221777031,True,,,0.058889
6168,Liver and intrahepatic bile ducts,CIB1,0.021113,0.021744,0.021269,398,A,0.05,3.0,1.0,0.0025,0.031198,0.0775075537751079,0.0311982057719617,True,,,0.077508
6169,Liver and intrahepatic bile ducts,TOPBP1,5.5e-05,2e-05,2e-05,398,B,0.05,3.0,,,0.001969,0.0019685579739619,5.375253942126986e-05,True,,,0.001969
6170,Liver and intrahepatic bile ducts,TKT,2.1e-05,3.9e-05,3.8e-05,398,A,0.05,3.0,,,0.00045,0.0004504650452068,8.135522369528029e-05,False,3.0,0.000446,0.000446
6171,Liver and intrahepatic bile ducts,SDHC,0.090251,0.121151,0.123091,398,B,0.05,,,,,,,,,,
6172,Liver and intrahepatic bile ducts,PCK2,0.00029,0.00019,0.000202,398,B,0.05,3.0,,,0.001475,0.0014751443603802,0.0003777924519022,True,,,0.001475
6173,Liver and intrahepatic bile ducts,RET,0.014038,0.036374,0.035141,398,B,0.05,3.0,1.0,0.0025,0.044028,0.1108257031198051,0.0440282509208975,True,,,0.110826
6174,Liver and intrahepatic bile ducts,NEIL1,0.047587,0.122837,0.120946,398,A,0.05,,,,,,,,,,
6175,Liver and intrahepatic bile ducts,CBX3,0.0,0.0,0.0,398,A,0.05,3.0,,,4e-06,4.0732499377696095e-06,4.132922809306229e-07,True,,,4e-06
6176,Liver and intrahepatic bile ducts,MYH9,0.113884,0.059325,0.058183,398,B,0.05,,,,,,,,,,
6177,Liver and intrahepatic bile ducts,RAD23A,0.02764,0.007564,0.007423,398,A,0.05,3.0,,,0.035556,0.0355561790707083,0.0122263120715909,True,,,0.035556
6178,Liver and intrahepatic bile ducts,SOCS3,0.216141,0.068209,0.06966,398,B,0.05,,,,,,,,,,
6179,Liver and intrahepatic bile ducts,NDUFV2,0.055919,0.038754,0.038087,398,A,0.05,3.0,0.0,0.0,0.038087,0.2119468377268989,0.0518606896572824,True,,,0.211947
6180,Liver and intrahepatic bile ducts,TERF2,0.10167,0.126015,0.124467,398,B,0.05,,,,,,,,,,
6181,Liver and intrahepatic bile ducts,HRAS,0.000723,0.000889,0.000933,398,A,0.05,3.0,,,0.005305,0.0053046933312196,0.0016028495366598,True,,,0.005305
6182,Liver and intrahepatic bile ducts,CDKN3,0.002305,0.002948,0.003151,398,B,0.05,3.0,2.0,0.005,0.02366,0.0520699247588593,0.0056744608755031,True,,,0.05207
6183,Liver and intrahepatic bile ducts,FBP1,0.000239,0.000126,0.000136,398,B,0.05,3.0,,,0.001235,0.0012347308283697,0.0002700502491422,True,,,0.001235
6184,Liver and intrahepatic bile ducts,FHIT,0.166367,0.284026,0.28909,398,B,0.05,,,,,,,,,,
6185,Liver and intrahepatic bile ducts,BIRC5,8e-06,4e-06,4e-06,398,A,0.05,3.0,,,3.6e-05,3.621000609230518e-05,7.741551211347256e-06,True,,,3.6e-05
6186,Liver and intrahepatic bile ducts,NDUFS5,0.004726,0.013386,0.01354,398,A,0.05,3.0,2.0,0.005,0.034772,0.0532933553470041,0.0213942341665422,True,,,0.053293
6187,Liver and intrahepatic bile ducts,HSPA1A,0.015195,0.022228,0.021583,398,A,0.05,3.0,2.0,0.005,0.049938,0.0730045678300122,0.0324157453064595,True,,,0.073005
6188,Liver and intrahepatic bile ducts,NDUFB3,0.002099,0.000846,0.000874,398,A,0.05,3.0,,,0.004629,0.0046286938713072,0.0014945505489205,True,,,0.004629
6189,Liver and intrahepatic bile ducts,TP73,0.04418,0.023559,0.024449,398,A,0.05,3.0,1.0,0.0025,0.036549,0.0855598671855679,0.0365486569733333,True,,,0.08556
6190,Liver and intrahepatic bile ducts,ATR,0.000134,0.000131,0.000144,398,B,0.05,3.0,,,0.007662,0.0076615790241465,0.0003200513017386,True,,,0.007662
6191,Liver and intrahepatic bile ducts,TDG,0.000111,6.4e-05,6.8e-05,398,A,0.05,3.0,,,0.000491,0.0004910039200202,0.0001281035992121,True,,,0.000491
6192,Liver and intrahepatic bile ducts,ARF6,0.004008,0.005433,0.005634,398,A,0.05,3.0,,,0.023516,0.0235164197935087,0.0090046936806074,True,,,0.023516
6193,Liver and intrahepatic bile ducts,SNAI1,0.350188,0.398916,0.403212,398,A,0.05,,,,,,,,,,
6194,Liver and intrahepatic bile ducts,RAD17,0.035703,0.013543,0.013213,398,B,0.05,3.0,1.0,0.0025,0.020358,0.1181707699627057,0.0203580694399805,True,,,0.118171
6195,Liver and intrahepatic bile ducts,RASSF1,0.001436,0.005406,0.005716,398,A,0.05,3.0,,,0.028604,0.0286039855157848,0.0093863785668216,True,,,0.028604
6196,Liver and intrahepatic bile ducts,ROCK1,0.133257,0.019811,0.019371,398,A,0.05,3.0,2.0,0.005,0.0461,0.0680869217523355,0.0291485665565564,True,,,0.068087
6197,Liver and intrahepatic bile ducts,TLN1,0.029871,0.006571,0.006767,398,A,0.05,3.0,,,0.027016,0.02701592795687,0.0106984464402358,True,,,0.027016
6198,Liver and intrahepatic bile ducts,CTSL,0.008326,0.000386,0.000376,398,A,0.05,3.0,,,0.002821,0.0028214136443774,0.0006963078701858,True,,,0.002821
